species,mean_growth_rate,precision_growth_rate,mean_year_precision
Bry_1070,0.991738493,0.291432957,3064651.961
Bry_1072,2.065358091,0.841744806,2308.282971
Bry_1074,-0.004014247,1.416367954,236.6738408
Bry_1075,3.047541954,0.121080329,4856.637644
Bry_1077,0.868945318,0.78976981,7356.558368
Bry_1078,0.373788429,2.928759861,2626.642805
Bry_1080,0.429093109,0.457613404,291.7452152
Bry_1081,-0.52129789,0.451581159,880.8592078
Bry_11,-3.88373796,0.085797544,43.93152423
Bry_110,0.196722491,1.253971687,2616.303417
Bry_111,5.03290406,0.064343103,11239.79187
Bry_112,-0.543295466,0.492610482,437.0992915
Bry_113.2,-1.001571237,0.211395332,459.5319818
Bry_113,0.631513257,3.625746533,1412.139987
Bry_115,1.099591936,1.300756907,549.1952899
Bry_117,-1.135401607,0.191126849,37.87952462
Bry_118,-0.650227337,0.224070714,38.25445813
Bry_119,-0.028213099,0.759134085,38.46771647
Bry_12,0.780539424,0.270470634,19.77522375
Bry_122,2.541580402,0.099043469,401271.1274
Bry_123,2.661618612,0.207039564,152479.7605
Bry_124,3.031581684,0.05012907,6824.707739
Bry_125,0.802156842,0.017805764,92734.82273
Bry_126,0.398908712,3.011907694,3971.177748
Bry_127,-0.195994724,0.372896333,1501.855097
Bry_128,0.299338453,7.165376267,729.4115354
Bry_129,-0.951742578,2.250604639,3590.953639
Bry_13,1.03893002,0.411484393,162.8612282
Bry_130,1.466844989,0.199156313,108643.3956
Bry_131,-0.882152031,0.145022229,125.4387432
Bry_133,0.883849784,0.303923041,174.8693238
Bry_1349,-0.286329691,0.218280557,17.2961382
Bry_135,-0.503027977,0.759905953,29.0607035
Bry_1350,-0.645423603,0.616816474,112.2572617
Bry_1351,-0.888139546,0.51434711,81.64344741
Bry_1352,-0.443389205,0.278849392,306.836847
Bry_1353,-1.204730283,1.304516558,228590.0775
Bry_1354,0.116388709,0.86783252,53.61531839
Bry_1355,1.523397069,0.066599982,645534.3153
Bry_1356,-0.521770544,0.835477685,325.6554668
Bry_1357,-0.849409068,0.617350849,54.09455227
Bry_1358,2.08493499,0.053856628,239.3918634
Bry_1359,1.257969529,0.111999841,23.89808733
Bry_137.1,6.740551,0.090330497,10267.30119
Bry_137,1.513160532,0.739925757,5948.974074
Bry_138,-1.150261027,0.172556687,24696.89091
Bry_139,0.212862168,5.394151977,1188.325913
Bry_14,0.970128687,0.162827901,52.95590557
Bry_140,-1.373504593,0.859046801,3400.403312
Bry_1401,0.451748617,2.025864985,1069.884247
Bry_1403,0.819550032,0.052576583,75.47038808
Bry_1404,0.385014501,0.22310623,36.59587831
Bry_1406,-0.439156169,0.299322643,59.54341745
Bry_1407,1.836980846,0.219231003,18.90229209
Bry_141,3.168222216,2.883131584,1121.84347
Bry_1411,-1.227421099,0.045709482,79.20681743
Bry_142,-0.663123124,5.658734365,1498.962954
Bry_143,0.391764974,0.042527571,246.6535281
Bry_144,0.60037628,0.522863563,33.57488107
Bry_145,0.416957074,0.532512168,2536.278437
Bry_146,3.749051004,0.044643838,3395.619679
Bry_147,0.689928454,0.312341185,210.7130553
Bry_148,1.15456248,0.384687655,42.82395374
Bry_149,1.530883851,0.10154452,200.991022
Bry_15,1.602327237,0.16829352,63.04395414
Bry_150,0.43565873,0.093731458,143.7054484
Bry_1503,0.445383617,0.798988782,5386.730496
Bry_151.1,1.572866369,0.135781865,30.30650313
Bry_151,-0.023497619,10.53191457,530.2167584
Bry_152,-0.579326497,0.988792276,295.7978908
Bry_153,0.807923952,0.633949792,10464.10048
Bry_154,0.131577908,0.766197803,2155.894209
Bry_155,-0.469178213,0.896074167,179.642586
Bry_156,-1.257538637,2.651415937,2341.07589
Bry_157,0.243605402,3.649391645,1120.220859
Bry_158,0.436173091,3.209134646,5554.513897
Bry_159,-0.219608986,0.57677087,822.0295519
Bry_16,-1.27186807,0.75299959,62.82419943
Bry_160,-0.506280427,0.339314729,54.53827969
Bry_161,-0.251903562,3.967858691,5379.085827
Bry_162,-0.662293254,0.058082767,418.7408225
Bry_163.1,-0.447288245,0.321848643,12.73811854
Bry_163,1.267786664,3.357288002,637.6013319
Bry_164,4.260163206,0.667338169,1450.023058
Bry_165,-0.90555221,0.141418768,917886.533
Bry_166.3,0.909383679,2.048989995,1780.416461
Bry_166,0.428863138,6.067979225,1614.368515
Bry_167,0.492141437,0.104634088,29.16888118
Bry_168,0.0539195,0.235027797,20.59952687
Bry_169,0.650940486,0.695047662,12028.41728
Bry_172,-0.50756834,1.071571566,1766.222092
Bry_173,-0.502433138,0.14361799,9.276096073
Bry_174,0.357223467,0.080205306,350.804945
Bry_175,-0.906805872,0.195444359,81.1276477
Bry_1755,1.682434995,2.348073146,1833.280117
Bry_1758,1.645823991,2.316368629,1796.554037
Bry_176,-0.65433008,0.345089466,106.5521407
Bry_1761,-0.129199897,1.380384173,210.8056392
Bry_1762,0.855100983,0.195769584,25.15549177
Bry_1763,4.195193598,0.067229673,41.34588426
Bry_1764,2.416593945,0.146715779,72.47356884
Bry_1765,-0.61769435,0.276797729,24.2576796
Bry_1766,-0.269249145,0.600193369,132.5503282
Bry_1769,0.435065364,0.495638518,35.58314474
Bry_177,-0.093215693,0.068199807,477250.774
Bry_1770,3.652266331,0.128536105,170886.9967
Bry_1771,-0.019657768,1.323825924,19.64613831
Bry_1772,0.324799621,0.141233289,16.86636068
Bry_1775,3.388248238,0.125983443,23.82832845
Bry_1777,1.577427484,0.16739204,34.25914172
Bry_178,3.017636383,0.061332441,174044.4113
Bry_1780,2.391076381,0.060318707,57.22061938
Bry_1781,1.00754557,0.603975268,2765.650805
Bry_179,0.164394627,0.563237874,29.9118151
Bry_18,0.275484517,0.193528434,35.67127808
Bry_180,1.026932174,3.033672742,1544.84788
Bry_181,-1.684769672,0.675127417,149.5011548
Bry_1810,5.899025319,0.061346691,499924.2961
Bry_1813,1.418344901,1.888159762,5681.845044
Bry_1814,0.398527458,0.301335299,27.22597943
Bry_1816,1.397012152,0.317748858,33.38470047
Bry_182,0.421253082,0.696527339,40.2418606
Bry_183,-1.130638472,0.322958335,135.5684348
Bry_184,0.096468616,10.87624047,677.5123333
Bry_185,0.847621411,1.028973275,679.89173
Bry_186,0.192285576,1.277166737,448.71902
Bry_187,0.443923483,2.00132297,3037.864042
Bry_188,-0.085453918,0.356771313,29.53572085
Bry_189,0.488309846,2.298847852,760.3598608
Bry_19,1.085489052,4.669462967,829.2419556
Bry_190,0.137414964,0.777835492,290.4670232
Bry_1901,0.733070254,0.326735559,25.21657625
Bry_191,-0.60926494,0.594549113,8437.376574
Bry_192,1.164628474,0.095606624,475.2664359
Bry_193,-0.368300609,5.454324223,618.7830344
Bry_194,0.300708486,0.200656336,803.5864395
Bry_195,0.459848225,0.191583755,1268225.972
Bry_196,3.291461357,0.107431896,225.4438809
Bry_197,-0.520786567,1.440218551,840.5101806
Bry_198,-1.35794801,0.12182841,23.53182323
Bry_199,0.538977364,0.113142188,316.1454315
Bry_1999,-0.535076654,1.234689077,984.956493
Bry_2,0.040487288,0.133005412,42.59492075
Bry_20,-1.038758993,0.945752933,17.77797414
Bry_200,-0.651148009,0.613948016,43.33906784
Bry_2001,-2.036956982,0.082933124,23.19623489
Bry_201,0.091181973,0.91237022,3513.486691
Bry_202,-1.275417244,0.126822968,501.5535984
Bry_203,-0.057964714,2.593501075,2305.088836
Bry_204,0.108206702,1.525772111,2764.459247
Bry_205,-0.358276618,0.443405918,42.20356262
Bry_206,-0.19872979,13.95034963,1007.982996
Bry_207,-0.793931418,0.371256911,28823.31554
Bry_208,-3.963184359,0.302323283,640946.4989
Bry_209,2.16677527,0.079947623,357.2410246
Bry_21,1.048669455,0.183684069,366.031817
Bry_210,1.379564423,1.162939999,5855.613225
Bry_211,0.334545124,1.073486325,6912.471003
Bry_212,-0.030900648,1.377615683,43.80170479
Bry_213,0.298127777,0.679585882,38563.70939
Bry_214,-0.736039082,0.683068238,241.2397108
Bry_215,-0.580992194,1.220953403,1019.746427
Bry_216,-0.524828658,1.489124152,4153.484969
Bry_217,-1.302988886,1.665783365,447.6951502
Bry_218,0.407278256,1.09569064,61.90245161
Bry_219,-0.312084237,0.115350873,76.5203986
Bry_22,0.040025342,2.968969211,3138.61033
Bry_220,2.499439166,0.08230055,813.6324826
Bry_2201,-2.916018425,0.037084303,14.07689661
Bry_221,0.992193468,0.071152637,223.496689
Bry_222,0.038042603,1.93278561,3307.804309
Bry_223,1.666187264,0.897417164,5027.806054
Bry_224,-0.758780454,1.443034548,4322.524004
Bry_225,0.660889512,0.11868522,120745.4036
Bry_226,0.166274361,2.394185096,7827.468961
Bry_227,1.224019801,0.143971118,118.6371411
Bry_228,1.420459634,0.536509595,1031.610287
Bry_229,-0.618210959,0.396241287,197756.6933
Bry_23,0.122550153,0.344285517,16444.87123
Bry_230,0.394737756,0.178260478,320.1826946
Bry_231,-0.644012144,1.212108554,166.2445757
Bry_232,-0.401259127,0.266752613,312.0447988
Bry_233,0.222814356,3.492761707,3304.920218
Bry_234.1,0.784168937,0.535287273,48.75987249
Bry_234,-0.600749491,1.162202335,13339.51601
Bry_235,-0.65173591,0.596489738,24611.91105
Bry_236,-0.648786181,0.576066529,15.38809955
Bry_238,1.325328867,0.141718361,78.57451552
Bry_239,0.804378879,0.569329987,5364.687501
Bry_24,-0.168178907,0.140683126,308.3144594
Bry_240,1.438999016,0.146341091,48.69041946
Bry_242,-0.201364714,0.421933908,20606.03341
Bry_243,0.966884225,0.84371081,7835.671869
Bry_244,1.991974453,0.254922136,531.8160535
Bry_245,1.051919695,4.750958734,727.1403219
Bry_246,0.77174307,0.381503974,2620.352403
Bry_247,0.024914476,0.137159491,79.28764078
Bry_248,-1.114447191,1.205490193,1901.522393
Bry_249,0.723413619,12.59280675,1040.070916
Bry_25,0.998498148,1.271200504,8058.239008
Bry_250,0.450691146,0.208885412,249.640923
Bry_2501,0.159237118,0.443494502,23.75151705
Bry_251,0.709973582,3.867002442,889.0920073
Bry_252,-0.348637958,0.147492732,76.31466425
Bry_253,-1.124517723,0.911197247,14.87904354
Bry_254,2.703787918,0.327972926,907.3618914
Bry_255,0.195998172,5.306330112,884.7090999
Bry_256,0.529529693,6.980573333,760.9794461
Bry_257,0.167983561,3.767139932,1408.092302
Bry_258,-1.556687094,0.101928901,39.7808102
Bry_26,0.662954187,2.253341489,6463.097195
Bry_261,0.112631956,0.877806498,1367.818485
Bry_262,1.312165057,2.713000198,1738.099007
Bry_265,-1.273471026,1.591856047,1894.824011
Bry_266,2.299926437,0.72758409,1321.232955
Bry_267,1.32817168,1.813256873,1639.616523
Bry_268,-0.16100106,0.083916219,144.9473237
Bry_269,0.831057791,1.03107315,4342.123365
Bry_27,-0.434079818,0.700863845,11879.57273
Bry_270,0.564955048,0.210260147,47.35298764
Bry_271,0.323696241,0.305910283,700433.3547
Bry_272,-0.930762458,0.251767339,109.2815304
Bry_273,-0.767392283,0.175124116,8.800339959
Bry_274,0.725785014,7.348693454,752.4801801
Bry_276.1,0.314605369,1.408345254,2244.900025
Bry_276,1.413699574,1.332938174,2882.168624
Bry_281.2,5.732356784,0.06498032,2829.07874
Bry_281,1.582918139,0.461954872,4604.596486
Bry_282,-0.317982141,0.317901666,191.4372136
Bry_284,-0.563122618,3.583006528,397.644963
Bry_285,2.989199345,0.122619415,52.73495314
Bry_286,-1.801891498,0.372642509,6353.888721
Bry_287,4.484085683,0.05709574,386.8874403
Bry_289,0.768554931,0.833971421,4974.813996
Bry_290,-0.167411662,0.852030074,22.81059122
Bry_2901,-0.21291538,0.46269369,66.58592173
Bry_291,2.268893462,2.90882003,971.0372789
Bry_292,0.231406471,0.575527031,555.024039
Bry_294,0.988666936,0.100809077,77.58036788
Bry_296,1.449420191,0.219856515,25.53953334
Bry_297.1,0.644794367,0.34153344,35736.05933
Bry_298.1,1.929448333,0.078730405,97.58976573
Bry_298,1.294806562,0.541881029,36689.31186
Bry_299,1.5417014,0.156110151,34.21552085
Bry_3,-0.366918409,1.53669626,4164.523347
Bry_300,-1.258960258,0.48565506,32.33247868
Bry_301,1.948115371,0.215754579,43262.29982
Bry_302,3.498013155,0.143464713,723.9246631
Bry_304,1.374881776,0.212847448,50.2450488
Bry_305,-0.192030317,0.72377847,69.68436895
Bry_306,-1.126850236,0.510049648,24254.48205
Bry_307,1.622134363,0.167511953,298.157526
Bry_309,-0.199168075,0.391788067,219480.8417
Bry_31,0.537626114,0.242342245,41.04816521
Bry_310,0.218873838,0.441284324,2073.707917
Bry_3101,1.279926923,0.174098323,135.662551
Bry_311,3.929519653,0.196713486,971.8641564
Bry_312,1.275826738,4.78510149,1063.468291
Bry_317,0.329416327,0.885372622,209.4379913
Bry_32,-0.167490837,0.455506159,42.94435955
Bry_320,1.358414033,0.067293946,59.74014001
Bry_3201,1.100362056,0.174579005,27.14175568
Bry_321,-0.487845671,1.78462112,5826.81038
Bry_322,0.642883011,0.320762519,318.2555816
Bry_323,-0.189408689,0.747398768,3992.633182
Bry_325,0.502274282,1.602783902,2051.094241
Bry_326,-0.799865456,0.239665013,299.7349072
Bry_327,-0.478903176,0.840283674,19.65173828
Bry_328,0.633246787,0.936882737,10691.34971
Bry_329,0.123850139,0.486583305,60.23938312
Bry_33,-0.495217261,3.533953482,5538.540316
Bry_331,0.414959458,2.04405107,2797.101306
Bry_332,0.452300799,0.251996029,1704.578214
Bry_333,-0.40897799,2.843785395,3272.557195
Bry_334,-0.231776411,0.411037532,18.23427104
Bry_335,0.454358722,2.398498274,2300.698469
Bry_336,0.35148774,0.529230243,932.3421481
Bry_337,0.294038644,0.614924216,3126.930349
Bry_338,-0.822667808,0.638819383,69.23592636
Bry_339,2.842026943,0.331357437,941.5475847
Bry_34,0.081144967,1.025495997,421.627546
Bry_340,1.227698806,0.808839022,1705.582722
Bry_341,-0.124363645,1.197345589,9210.311411
Bry_342,0.232193743,1.423462108,836.8158846
Bry_343,-0.216106342,0.681776984,386.2681103
Bry_344,0.147966119,0.838901252,4224.956228
Bry_345,-0.042860456,0.091140616,182.6549132
Bry_346,0.453654738,4.536678001,1807.532054
Bry_347,0.368935557,0.187556802,4279.520251
Bry_348,1.857526104,0.93268848,3019.592226
Bry_349,-2.489177506,0.090006842,284.5097076
Bry_35,1.724681723,0.621240581,5048.997127
Bry_350,0.207198115,0.247140319,355.4404147
Bry_351.8,0.871834861,1.814071224,1860.87833
Bry_351,0.374577608,25.77770329,1291.915467
Bry_352,0.689040913,0.208583321,1966.221079
Bry_353,-0.403499977,0.340548591,17.12611543
Bry_354,-0.328406728,0.628142384,1940.245791
Bry_355,-1.053027845,0.508864606,55.26649957
Bry_356,-0.01259862,0.916788404,24910.55519
Bry_357,0.224366742,6.408154409,780.0596021
Bry_358,0.274872808,0.962373586,1150.877744
Bry_359,-0.959771721,0.627124571,987.5329734
Bry_36,0.291138002,0.414198273,229.5691952
Bry_360,0.831988208,0.426228524,23968.55051
Bry_361,3.127469544,0.23020112,26584.5879
Bry_362,0.354629193,7.73682845,762.436973
Bry_363,-0.415531504,3.675508019,1425.82352
Bry_364,1.854790838,0.211427978,69.71523712
Bry_365,-0.058223749,1.328666518,1968.185718
Bry_366,-0.961710327,2.668028171,768.973594
Bry_367,-1.0132365,0.38558828,2419.651315
Bry_368,-2.878008885,0.703210614,2269.916608
Bry_369,0.370887249,0.163238116,32.24867997
Bry_37,-0.905337487,0.351493784,55.75257263
Bry_370,0.32119036,0.356823985,668.5361854
Bry_372,0.276908031,0.397106285,25.26046341
Bry_373,0.145467035,2.586793607,8970.251514
Bry_374,-1.541485354,2.329349178,2977.112778
Bry_375,-0.597422697,1.571109916,25934.37666
Bry_377,-0.063085178,0.237234144,178.8204308
Bry_378,0.439563336,0.262572179,38.28608509
Bry_379,-0.454950739,2.336461879,423.5025638
Bry_38,0.039025956,0.796977386,39.48424528
Bry_380,-0.232988279,0.354008605,321.8891972
Bry_3801,2.381107146,0.072504685,46.7587196
Bry_381,-1.864169464,0.940049104,34.37765615
Bry_382,0.219607034,15.26762146,803.1040566
Bry_383,-0.763887916,3.630142551,1116.302258
Bry_384,-2.823728215,0.042242825,341.9232347
Bry_386,0.078264659,0.970768539,144.5245892
Bry_387,-0.036427691,0.379721683,146.0616117
Bry_388,-0.251112538,1.147671884,101.3006142
Bry_389,-0.005762712,8.590307057,864.3813156
Bry_39,-0.42181685,0.260862296,182.3652454
Bry_391,1.047094005,0.815550273,747.5076067
Bry_392,0.224878547,1.065190927,11586.41319
Bry_393,-0.015278743,0.077125283,239.9528125
Bry_394,-2.024305744,1.444593293,8542.656417
Bry_395,0.529946752,11.11375976,810.6691617
Bry_396,0.383632789,0.475003252,166.2477492
Bry_397,1.720138612,0.097897048,256.7174993
Bry_398,-0.048733257,0.876925091,91.30187555
Bry_399,1.697800779,0.070703862,263.69437
Bry_4,0.586404907,12.93314129,793.0097043
Bry_40,-0.19575248,11.51336578,621.0519841
Bry_400,2.882845737,0.074785068,40.91558078
Bry_4001,0.012691072,0.490352189,40.45798394
Bry_401,-0.488963606,4.211597534,1416.823973
Bry_402,-0.401329211,2.583853683,7719.599479
Bry_404,-1.141431302,1.016064143,3014.788098
Bry_405,5.998191726,0.07268885,50.00223707
Bry_406,-0.230131497,1.290679782,484.0782577
Bry_407,0.451321531,1.161746881,5026.178365
Bry_408,0.61047804,0.515993014,35.82768953
Bry_409,-0.067756969,0.440680841,300.9569946
Bry_41,-1.51166376,3.504395611,1307.745548
Bry_410,-1.284955124,0.087803224,131.6362243
Bry_411,-0.14864731,5.935501944,1629.182337
Bry_412,-0.178650584,0.582272444,9823.374961
Bry_413,-0.368559834,0.685048808,38897.01738
Bry_414,3.870206171,1.699820042,1360.164747
Bry_4142,-0.099876186,8.536153182,459.6081883
Bry_4143,0.414120583,14.10563648,839.2301368
Bry_415,1.618662883,2.780631483,1329.716484
Bry_4153,0.744233516,0.202805464,81.53143243
Bry_416,2.46286353,0.774900612,3803.543422
Bry_417,2.356535156,3.759053956,1467.089468
Bry_418,2.535722205,1.862128973,1475.753052
Bry_419,0.0572119,0.085103704,1476.358146
Bry_42,0.348830096,3.231325435,2541.51842
Bry_420,1.901481889,0.027530337,65886.58353
Bry_421,6.181679432,0.318065311,2665.326373
Bry_422,0.141723737,0.276399209,6091.482555
Bry_423,-0.375765577,0.690390279,284.9982496
Bry_424,0.807764435,0.359913102,21.6122346
Bry_426,3.895666775,0.05426121,963.306832
Bry_427,0.319397644,0.227716252,259.7941989
Bry_428,4.680475491,0.486827393,3330.664581
Bry_429,4.644914436,0.208234077,6172.394604
Bry_43,0.60279015,0.149894546,452.6398056
Bry_430,6.320294254,0.118767332,10836.03422
Bry_432,0.236689441,0.1937041,278.6619161
Bry_433,1.031558647,0.517060976,21547.3305
Bry_434,-0.919504921,2.170966865,977.6163644
Bry_435,-0.950315931,0.245258753,32.22997139
Bry_436,-0.294574236,0.994719953,94.85433395
Bry_437,0.095558041,1.147822855,33281.13329
Bry_438,1.023390643,1.23883316,59.50563868
Bry_439.4,-0.394396197,0.305003629,219.4019183
Bry_439,0.420330603,3.095455723,2748.577951
Bry_44,2.943703069,0.213012208,149.1407662
Bry_440,-0.615371918,0.613415833,36.85310317
Bry_441,1.017313242,0.217339434,274.0295186
Bry_442,0.474805865,0.409673831,21604.47761
Bry_4437,0.034207711,0.261758671,25.21108552
Bry_4438,0.608261314,0.149164879,66.06516024
Bry_4439,0.335609899,0.486791365,22.2923545
Bry_444,-0.390495858,0.199678134,736.945477
Bry_4440,-0.843533747,0.387072269,99.10940666
Bry_4441,0.331529166,0.500767658,18.2883815
Bry_4444,3.280826961,0.046205175,37.79242511
Bry_4445,0.393632513,0.976133994,59.98864504
Bry_4446,-1.068104302,3.097576923,2073.806852
Bry_445,3.503406673,0.08285168,121.060736
Bry_4451,1.199109407,0.146745137,50.0816843
Bry_4453,-1.409350711,1.374456865,3883.560204
Bry_4454,-0.304288472,0.66394744,15.03832078
Bry_4455,0.831721002,0.872106132,4903.710226
Bry_4456,-1.037951107,0.28898304,27.54794922
Bry_4457,0.531674,1.480617221,84.81720892
Bry_4458,-0.203241013,0.481249059,23.00666005
Bry_446,-0.91562835,1.041261512,29446.7615
Bry_4460,0.372111792,0.446870838,45.59879986
Bry_4461,0.742553882,0.772432886,43.60907979
Bry_4462,0.459724999,0.622555457,24.12130645
Bry_4464,0.774318788,0.18113633,27.43870675
Bry_4466,0.692836858,0.085089528,17.78345395
Bry_447,0.092866881,0.220140589,121.6548044
